id,bkC,bC0_1,bC0_4,bN,bOC,bkE,bU,bE,bEv,bPN,bPR,ptr46,ptr28,alpha,ll,model
93,-6.22841724912205,7.20022908354928,10.2205809380956,0.0143369156361194,-0.293354673709069,448.694929252937,-1121.15018073492,-227.820058856836,566.265694177097,-0.104258861954934,0.376273556746928,0.999999912563036,0.997097277876295,0.947854778817858,-250.551895369833,ts_ratio_decay_stop
94,-2.9911379141955,-104.027411005836,-414.473062346599,0.067872198194409,261.457457848173,-0.283832326161268,-2.92233077973512,0.602322441240629,1.06670584703438,-0.146468754526864,-0.420149563226965,0.999999983538478,0.999999992350451,0.931904956280427,-433.360594836044,ts_ratio_decay_stop
95,-1.43489940446418,-41.9554048171062,-86.030407677164,0.0410715570040949,220.25059534722,-1.49370633832374,0.127719054443213,1.8133570827315,0.569008514886048,-0.380940271891957,-0.637565702712087,0.967544510660668,0.999999941436993,0.983263695651876,-446.517662436136,ts_ratio_decay_stop
96,-4.68849535760408,-2.82794826575441,-6.64142057840997,0.255230640181876,10.8067575940281,111.021697611008,-13.9010986953907,40.3333197095366,26.8599685269302,-51.5701220305698,-0.0663096484691182,0.72797341715911,0.591752085820306,0.998881038700143,-460.915755763253,ts_ratio_decay_stop
99,-2.23338217479836,-87.6007508775621,-139.251859654807,0.0256341862788373,357.397939951468,-3.49434926658187,-1.36404348362045,0.564970476334021,2.0524652645935,-0.0627052298209632,-0.385816800211589,0.999999990146838,0.99999998984412,0.809478716299767,-429.051006654614,ts_ratio_decay_stop
100,-6.94169620518933,3.5105512980047,-2.51868201959736,0.225810551208627,3.93559030395507,-2.89174214507093,-1.05588215565446,0.907583935690074,0.630068350939687,-0.121962702014136,0.526119303477383,0.999999831327787,0.999999914394545,0.999999874909273,-404.211266355709,ts_ratio_decay_stop
101,-215.922478420346,175.246470639188,95.1867716830779,8.0130767395213809,132.23853762205,0.811216070560405,-8.56497405564937,-2.48085904987203,9.99902314563329,-0.0210378624613871,0.46737559776993,0.999999968424303,0.999999956038967,0.934236957161251,-174.211208646428,ts_ratio_decay_stop
102,-0.933293003313433,-1.45039121818212,-4.67518546074558,-0.0308531898122437,4.77197434655071,-1.01446540612281,-5.20858424177614,0.245089057960573,2.76064847277665,-0.183885256499687,0.33242331533374,0.978188918456339,0.971197598217566,0.999999999648908,-537.224688301635,ts_ratio_decay_stop
103,-1007.92645040444,177.257582045972,-36.7533716405486,252.427365014024,238.557543176714,-5.88990018425515,0.27835739241226,0.540513369063476,1.01246067112923,-0.0103398821494708,0.155596038269521,0.999999996709875,0.999999976552682,0.919951334753915,-431.928085660107,ts_ratio_decay_stop
104,-3.70530195058029,-9.57152613921056,-35.7573588401831,0.15503211558622,31.6470592068626,-3.67528019934607,-2.75117289413765,0.533225696827412,1.58662628260598,-0.00866827890381411,0.740204351663532,0.999999963569845,0.984925706300121,0.999999497496648,-485.723147738585,ts_ratio_decay_stop
105,-0.921435764864647,-5.73262019281968,-32.4688049249318,0.0441717022970444,20.2306088015582,-3.93406644917049,0.618356831862775,0.841239345529494,0.0874605125372927,-0.0449572878703391,4.32742169912343e-4,0.999999997644585,0.999999997835784,0.999999998544907,-573.554561857983,ts_ratio_decay_stop
106,-0.625625203897638,-4.34140800228108,-15.7905269866722,-0.0612181267501039,16.2765558589907,-3.69988889101624,-1.48996614275736,0.772699614061017,1.0135180909433,-0.0840415680886088,0.011366051422442,0.999999985404103,0.999999990209108,0.999504889059326,-488.613680821305,ts_ratio_decay_stop
